0,21,20.5
1,21,20.5
2,20,20.0
3,20,20.0
4,20,20.0
5,20,20.0
6,20,20.0
1,40,21.14
7,20,20.0
8,20,20.0
9,20,20.0
10,20,20.0
11,22,21.0
12,22,22.0
13,22,21.0
14,22,21.0
15,20,20.0
16,20,20.0
17,20,20.0
18,20,20.0
19,20,20.0
20,20,20.0
21,20,20.0
22,20,20.0
23,20,20.0
24,20,20.0
25,20,20.0
26,20,20.0
27,20,20.0
28,20,20.0
29,20,20.0
30,20,20.0
31,20,20.0
2,22,20.68
32,20,20.0
33,20,20.0
34,20,20.0
35,20,20.0
36,22,21.0
37,22,21.0
38,22,21.0
39,22,21.0
40,20,20.0
41,20,20.0
42,20,20.0
43,20,20.0
44,20,20.0
45,22,21.0
46,22,22.0
47,22,22.0
48,20,20.0
49,22,21.0
50,22,21.0
51,22,22.0
52,22,22.0
53,20,20.0
54,22,22.0
55,20,20.0
56,22,22.0
57,22,22.0
3,42,21.38
58,22,21.0
59,20,20.0
60,20,20.0
61,20,20.0
62,20,20.0
63,20,20.0
64,20,20.0
65,20,20.0
66,20,20.0
67,20,20.0
68,20,20.0
69,20,20.0
70,20,20.0
71,20,20.0
72,20,20.0
73,20,20.0
74,20,20.0
75,20,20.0
76,20,20.0
77,20,20.0
78,20,20.0
79,20,20.0
80,20,20.0
81,20,20.0
82,20,20.0
83,20,20.0
84,20,20.0
85,20,20.0
4,101,22.6
86,20,20.0
87,20,20.0
88,20,20.0
89,20,20.0
90,20,20.0
91,20,20.0
92,20,20.0
93,20,20.0
94,20,20.0
95,20,20.0
96,20,20.0
97,20,20.0
98,20,20.0
99,20,20.0
100,20,20.0
101,20,20.0
102,20,20.0
103,20,20.0
104,20,20.0
105,20,20.0
106,20,20.0
107,20,20.0
108,20,20.0
109,20,20.0
110,20,20.0
111,20,20.0
112,20,20.0
5,64,21.68
113,20,20.0
114,20,20.0
115,20,20.0
116,20,20.0
117,20,20.0
118,20,20.0
119,20,20.0
120,20,20.0
121,20,20.0
122,20,20.0
123,20,20.0
124,20,20.0
125,20,20.0
126,20,20.0
127,20,20.0
128,20,20.0
129,20,20.0
130,20,20.0
131,20,20.0
132,20,20.0
133,20,20.0
134,20,20.0
135,20,20.0
136,20,20.0
137,20,20.0
138,20,20.0
6,53,21.34
139,20,20.0
140,20,20.0
141,20,20.0
142,20,20.0
143,20,20.0
144,20,20.0
145,20,20.0
146,20,20.0
147,20,20.0
148,20,20.0
149,20,20.0
150,20,20.0
151,20,20.0
152,20,20.0
153,20,20.0
154,20,20.0
155,20,20.0
156,20,20.0
157,20,20.0
158,20,20.0
159,20,20.0
160,20,20.0
161,20,20.0
162,20,20.0
163,20,20.0
164,20,20.0
165,20,20.0
166,20,20.0
7,42,22.02
167,20,20.0
168,20,20.0
169,20,20.0
170,20,20.0
171,20,20.0
172,20,20.0
173,20,20.0
174,20,20.0
175,20,20.0
176,20,20.0
177,20,20.0
178,20,20.0
179,20,20.0
180,20,20.0
181,20,20.0
182,20,20.0
183,20,20.0
184,20,20.0
185,20,20.0
186,20,20.0
187,20,20.0
188,20,20.0
189,20,20.0
190,20,20.0
191,20,20.0
192,20,20.0
193,20,20.0
194,20,20.0
195,20,20.0
8,63,23.34
196,20,20.0
197,20,20.0
198,20,20.0
199,20,20.0
200,22,21.0
201,22,22.0
202,22,22.0
203,22,22.0
204,22,22.0
205,22,22.0
206,22,21.0
207,20,20.0
208,20,20.0
209,20,20.0
210,20,20.0
211,20,20.0
212,20,20.0
213,20,20.0
214,20,20.0
215,20,20.0
216,20,20.0
217,20,20.0
218,20,20.0
219,20,20.0
220,20,20.0
221,20,20.0
222,20,20.0
223,20,20.0
224,20,20.0
225,20,20.0
9,54,24.72
226,20,20.0
227,20,20.0
228,20,20.0
229,20,20.0
230,20,20.0
231,20,20.0
232,20,20.0
233,22,22.0
234,22,22.0
235,22,22.0
236,22,22.0
237,22,21.0
238,20,20.0
239,22,21.0
240,20,20.0
241,20,20.0
242,20,20.0
243,20,20.0
244,20,20.0
245,20,20.0
246,20,20.0
247,20,20.0
248,20,20.0
249,20,20.0
10,92,24.2
11,54,24.24
12,63,23.32
13,54,23.24
14,118,26.38
15,87,23.82
16,53,24.04
17,90,26.62
18,89,26.74
19,40,22.02
20,54,22.28
21,51,23.16
22,54,22.32
23,40,21.54
24,232,26.84
25,41,21.74
26,67,23.6
27,107,24.64
28,53,21.76
29,42,21.12
30,40,20.98
31,51,22.52
32,107,22.94
33,84,23.44
34,40,21.54
35,102,22.72
36,63,23.12
37,77,24.34
38,115,24.36
39,177,30.78
40,104,26.82
41,84,24.98
42,108,27.4
43,77,25.32
44,100,27.16
45,125,30.76
46,107,25.3
47,119,30.5
48,138,30.18
49,136,35.02
50,105,27.24
51,89,26.68
52,121,28.04
53,76,25.96
54,55,22.7
55,65,24.72
56,62,24.9
57,99,22.96
58,148,27.92
59,164,29.08
60,307,37.32
61,456,62.64
62,323,50.14
63,812,111.48
64,636,95.2
65,398,83.38
66,507,72.4
67,362,47.16
68,384,67.16
69,575,71.78
70,533,110.1
71,992,121.46
72,692,94.96
73,628,130.38
74,903,141.7
75,1123,139.52
76,663,92.24
77,770,119.7
78,530,107.74
79,567,99.94
80,560,186.06
81,501,131.5
82,602,115.6
83,659,92.94
84,919,154.44
85,928,171.54
86,1094,201.04
87,808,167.84
88,913,202.28
89,660,170.82
90,751,178.54
91,787,194.56
92,725,170.24
93,698,189.34
94,755,165.76
95,738,236.54
96,916,169.5
97,812,153.1
98,945,159.86
